Date,Hours,Type,Status,ClientName,id,SecurityName,Symbol,Price,Country,Quantity,Comment,Portfolio
20220823,09:04:00,Manual,Success,FIDO,89,Air Liquide,AI.PA ,132.04,France,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,90,Mitsubishi UFJ Financial,MUFG,5.3,Japan,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,91,Iberdrola,IBE.MC ,10.92,Spain,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,92,Atlassian,TEAM,260.87,Australia,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,93,Illinois Tool Works,LRCX,205.69,United States,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,94,Walmex,EQIX,676.25,United States,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,95,Schlumberger,SLB,39.37,United States,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,96,London Stock Exchange, LS4C.F,98.73, United Kingdom,725,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,97,Pernod Ricard,RI.PA,191.63,France,574,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,98,Alimentation Couche-Tard, ATD.TO,45.39,Canada,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,99,Chipotle Mexican Grill,CMG,1647.42,United States,19,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,100,Deutsche Post,DPW.DE,37.34,Germany,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,101,Microsoft,MSFT,277.06,United States,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,102,Alphabet (Google),GOOG,115.59,United States,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,103,Tesla,TSLA,904.12,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,105,TSMC,TSM,85.88,Taiwan,412,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,106,Meta Platforms (Facebook),META,164.08,United States,851,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,107,Procter & Gamble,PG,146.22,United States,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,108,Home Depot,HD,309.19,United States,124,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,109,Wells Fargo,WFC,44.59,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,110,China Construction Bank,601939.SS ,0.79,China,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,111,Royal Bank Of Canada,RY,94.59,Canada,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,112,PayPal,PYPL,95.34,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,113,Anheuser-Busch Inbev,BUD,52.32,Belgium,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,114,Sony,SONY,84.46,Japan,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,115,British American Tobacco,BTI,40.86,United Kingdom,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,116,Deutsche Telekom,DTE.DE,18.71,Germany,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,117,Glencore,GLCNF,5.91,Switzerland,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,118,Hindustan Unilever,HINDUNILVR.NS,32.45,India,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,119,Air Liquide,AI.PA ,132.04,France,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,120,Mitsubishi UFJ Financial,MUFG,5.3,Japan,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,121,Iberdrola,IBE.MC ,10.92,Spain,125,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,122,Atlassian,TEAM,260.87,Australia,412,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,123,Illinois Tool Works,LRCX,205.69,United States,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,124,Walmex,EQIX,676.25,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,125,Schlumberger,SLB,39.37,United States,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,126,London Stock Exchange, LS4C.F,98.73, United Kingdom,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,127,Pernod Ricard,RI.PA,191.63,France,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,128,Alimentation Couche-Tard, ATD.TO,45.39,Canada,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,129,Chipotle Mexican Grill,CMG,1647.42,United States,725,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,130,Deutsche Post,DPW.DE,37.34,Germany,574,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,131,Microsoft,MSFT,277.06,United States,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,132,Alphabet (Google),GOOG,115.59,United States,19,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,133,Tesla,TSLA,904.12,United States,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,135,TSMC,TSM,85.88,Taiwan,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,136,Meta Platforms (Facebook),META,164.08,United States,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,137,Atlassian,TEAM,260.87,Australia,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,138,Illinois Tool Works,LRCX,205.69,United States,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,139,Walmex,EQIX,676.25,United States,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,140,Schlumberger,SLB,39.37,United States,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,141,London Stock Exchange, LS4C.F,98.73, United Kingdom,725,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,142,Pernod Ricard,RI.PA,191.63,France,574,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,143,Alimentation Couche-Tard, ATD.TO,45.39,Canada,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,144,Chipotle Mexican Grill,CMG,1647.42,United States,19,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,145,Deutsche Post,DPW.DE,37.34,Germany,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,146,Microsoft,MSFT,277.06,United States,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,147,Alphabet (Google),GOOG,115.59,United States,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,148,Tesla,TSLA,904.12,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,150,TSMC,TSM,85.88,Taiwan,412,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,151,Meta Platforms (Facebook),META,164.08,United States,851,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,152,Procter & Gamble,PG,146.22,United States,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,153,Home Depot,HD,309.19,United States,124,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,154,Wells Fargo,WFC,44.59,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,155,China Construction Bank,601939.SS ,0.79,China,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,156,Royal Bank Of Canada,RY,94.59,Canada,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,157,PayPal,PYPL,95.34,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,158,Anheuser-Busch Inbev,BUD,52.32,Belgium,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,159,Sony,SONY,84.46,Japan,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,160,British American Tobacco,BTI,40.86,United Kingdom,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,161,Deutsche Telekom,DTE.DE,18.71,Germany,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,162,Glencore,GLCNF,5.91,Switzerland,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,163,Hindustan Unilever,HINDUNILVR.NS,32.45,India,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,164,PayPal,PYPL,95.34,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,165,Anheuser-Busch Inbev,BUD,52.32,Belgium,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,166,Sony,SONY,84.46,Japan,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,167,British American Tobacco,BTI,40.86,United Kingdom,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,168,Deutsche Telekom,DTE.DE,18.71,Germany,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,169,Glencore,GLCNF,5.91,Switzerland,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,170,Hindustan Unilever,HINDUNILVR.NS,32.45,India,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,171,Air Liquide,AI.PA ,132.04,France,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,172,Mitsubishi UFJ Financial,MUFG,5.3,Japan,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,173,Iberdrola,IBE.MC ,10.92,Spain,125,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,174,Atlassian,TEAM,260.87,Australia,412,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,175,Illinois Tool Works,LRCX,205.69,United States,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,176,Walmex,EQIX,676.25,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,177,Schlumberger,SLB,39.37,United States,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,178,London Stock Exchange, LS4C.F,98.73, United Kingdom,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,179,Pernod Ricard,RI.PA,191.63,France,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,180,Alimentation Couche-Tard, ATD.TO,45.39,Canada,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,181,Chipotle Mexican Grill,CMG,1647.42,United States,725,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,182,Deutsche Post,DPW.DE,37.34,Germany,574,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,183,Microsoft,MSFT,277.06,United States,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,184,Alphabet (Google),GOOG,115.59,United States,19,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,185,Tesla,TSLA,904.12,United States,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,187,TSMC,TSM,85.88,Taiwan,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,188,Meta Platforms (Facebook),META,164.08,United States,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,189,Atlassian,TEAM,260.87,Australia,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,190,Illinois Tool Works,LRCX,205.69,United States,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,191,Walmex,EQIX,676.25,United States,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,192,Schlumberger,SLB,39.37,United States,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,193,London Stock Exchange, LS4C.F,98.73, United Kingdom,725,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,194,Pernod Ricard,RI.PA,191.63,France,574,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,195,Alimentation Couche-Tard, ATD.TO,45.39,Canada,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,196,Chipotle Mexican Grill,CMG,1647.42,United States,19,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,197,Deutsche Post,DPW.DE,37.34,Germany,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,198,Microsoft,MSFT,277.06,United States,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,199,Alphabet (Google),GOOG,115.59,United States,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,200,Tesla,TSLA,904.12,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,202,TSMC,TSM,85.88,Taiwan,412,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,203,Meta Platforms (Facebook),META,164.08,United States,851,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,204,Procter & Gamble,PG,146.22,United States,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,205,Home Depot,HD,309.19,United States,124,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,206,Wells Fargo,WFC,44.59,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,207,China Construction Bank,601939.SS ,0.79,China,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,208,Royal Bank Of Canada,RY,94.59,Canada,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,209,PayPal,PYPL,95.34,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,210,Anheuser-Busch Inbev,BUD,52.32,Belgium,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,211,Sony,SONY,84.46,Japan,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,212,British American Tobacco,BTI,40.86,United Kingdom,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,213,Deutsche Telekom,DTE.DE,18.71,Germany,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,214,Glencore,GLCNF,5.91,Switzerland,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,215,Hindustan Unilever,HINDUNILVR.NS,32.45,India,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,216,Hindustan Unilever,HINDUNILVR.NS,32.45,India,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,217,Air Liquide,AI.PA ,132.04,France,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,218,Mitsubishi UFJ Financial,MUFG,5.3,Japan,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,219,Iberdrola,IBE.MC ,10.92,Spain,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,220,Atlassian,TEAM,260.87,Australia,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,221,Illinois Tool Works,LRCX,205.69,United States,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,222,Walmex,EQIX,676.25,United States,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,223,Schlumberger,SLB,39.37,United States,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,224,London Stock Exchange, LS4C.F,98.73, United Kingdom,725,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,225,Pernod Ricard,RI.PA,191.63,France,574,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,226,Alimentation Couche-Tard, ATD.TO,45.39,Canada,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,227,Chipotle Mexican Grill,CMG,1647.42,United States,19,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,228,Deutsche Post,DPW.DE,37.34,Germany,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,229,Microsoft,MSFT,277.06,United States,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,230,Alphabet (Google),GOOG,115.59,United States,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,231,Tesla,TSLA,904.12,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,233,TSMC,TSM,85.88,Taiwan,412,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,234,Meta Platforms (Facebook),META,164.08,United States,851,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,235,Procter & Gamble,PG,146.22,United States,234,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,236,Home Depot,HD,309.19,United States,124,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,237,Wells Fargo,WFC,44.59,United States,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,238,China Construction Bank,601939.SS ,0.79,China,145,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,239,Royal Bank Of Canada,RY,94.59,Canada,487,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,240,PayPal,PYPL,95.34,United States,721,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,241,Anheuser-Busch Inbev,BUD,52.32,Belgium,483,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,242,Sony,SONY,84.46,Japan,341,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,243,British American Tobacco,BTI,40.86,United Kingdom,211,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,244,Deutsche Telekom,DTE.DE,18.71,Germany,24,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,245,Glencore,GLCNF,5.91,Switzerland,452,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,246,Hindustan Unilever,HINDUNILVR.NS,32.45,India,265,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,247,Air Liquide,AI.PA ,132.04,France,512,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,248,Mitsubishi UFJ Financial,MUFG,5.3,Japan,254,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,249,Iberdrola,IBE.MC ,10.92,Spain,125,,COM_USD_HW
20220823,09:04:00,Manual,Success,FIDO,250,Atlassian,TEAM,260.87,Australia,412,,COM_USD_HW
